#Time Total flux(top) flux(bottom)
0.182413 1.82413e-09 -1e-08 0
0.183071 1.83071e-09 -1e-08 0
0.183731 1.83731e-09 -1e-08 0
0.184392 1.84392e-09 -1e-08 0
0.185055 1.85055e-09 -1e-08 0
0.18572 1.8572e-09 -1e-08 0
0.186387 1.86387e-09 -1e-08 0
0.187056 1.87056e-09 -1e-08 0
0.187727 1.87727e-09 -1e-08 0
0.188399 1.88399e-09 -1e-08 0
0.189073 1.89073e-09 -1e-08 0
0.18975 1.8975e-09 -1e-08 0
0.190428 1.90428e-09 -1e-08 0
0.191108 1.91108e-09 -1e-08 0
0.19179 1.9179e-09 -1e-08 0
0.192474 1.92474e-09 -1e-08 0
0.19316 1.9316e-09 -1e-08 0
0.193847 1.93847e-09 -1e-08 0
0.194537 1.94537e-09 -1e-08 0
0.195229 1.95229e-09 -1e-08 0
0.195922 1.95922e-09 -1e-08 0
0.196618 1.96618e-09 -1e-08 0
0.197315 1.97315e-09 -1e-08 0
0.198015 1.98015e-09 -1e-08 0
0.198716 1.98716e-09 -1e-08 0
0.199419 1.99419e-09 -1e-08 0
0.200125 2.00125e-09 -1e-08 0
0.200832 2.00832e-09 -1e-08 0
0.201541 2.01541e-09 -1e-08 0
0.202253 2.02253e-09 -1e-08 0
0.202966 2.02966e-09 -1e-08 0
0.203682 2.03682e-09 -1e-08 0
0.204399 2.04399e-09 -1e-08 0
0.205119 2.05119e-09 -1e-08 0
0.20584 2.0584e-09 -1e-08 0
0.206564 2.06564e-09 -1e-08 0
0.207289 2.07289e-09 -1e-08 0
0.208017 2.08017e-09 -1e-08 0
0.208747 2.08747e-09 -1e-08 0
0.209479 2.09479e-09 -1e-08 0
0.210213 2.10213e-09 -1e-08 0
0.210949 2.10949e-09 -1e-08 0
0.211687 2.11687e-09 -1e-08 0
0.212427 2.12427e-09 -1e-08 0
0.213169 2.1317e-09 -1e-08 0
0.213914 2.13914e-09 -1e-08 0
0.214661 2.14661e-09 -1e-08 0
0.215409 2.15409e-09 -1e-08 0
0.21616 2.1616e-09 -1e-08 0
0.216913 2.16913e-09 -1e-08 0
0.217669 2.17669e-09 -1e-08 0
0.218426 2.18426e-09 -1e-08 0
0.219186 2.19186e-09 -1e-08 0
0.219947 2.19947e-09 -1e-08 0
0.220711 2.20711e-09 -1e-08 0
0.221478 2.21478e-09 -1e-08 0
0.222246 2.22246e-09 -1e-08 0
0.223017 2.23017e-09 -1e-08 0
0.223789 2.23789e-09 -1e-08 0
0.224564 2.24564e-09 -1e-08 0
0.225342 2.25342e-09 -1e-08 0
0.226121 2.26121e-09 -1e-08 0
0.226903 2.26903e-09 -1e-08 0
0.227687 2.27687e-09 -1e-08 0
0.228473 2.28473e-09 -1e-08 0
0.229262 2.29262e-09 -1e-08 0
0.230053 2.30053e-09 -1e-08 0
0.230846 2.30846e-09 -1e-08 0
0.231642 2.31642e-09 -1e-08 0
0.232439 2.32439e-09 -1e-08 0
0.23324 2.3324e-09 -1e-08 0
0.234042 2.34042e-09 -1e-08 0
0.234847 2.34847e-09 -1e-08 0
0.235654 2.35654e-09 -1e-08 0
0.236463 2.36463e-09 -1e-08 0
0.237275 2.37275e-09 -1e-08 0
0.238089 2.38089e-09 -1e-08 0
0.238906 2.38906e-09 -1e-08 0
0.239725 2.39725e-09 -1e-08 0
0.240546 2.40546e-09 -1e-08 0
0.24137 2.4137e-09 -1e-08 0
0.242196 2.42196e-09 -1e-08 0
0.243025 2.43025e-09 -1e-08 0
0.243855 2.43856e-09 -1e-08 0
0.244689 2.44689e-09 -1e-08 0
0.245525 2.45525e-09 -1e-08 0
0.246363 2.46363e-09 -1e-08 0
0.247204 2.47204e-09 -1e-08 0
0.248047 2.48047e-09 -1e-08 0
0.248893 2.48893e-09 -1e-08 0
0.249741 2.49741e-09 -1e-08 0
0.250591 2.50591e-09 -1e-08 0
0.251445 2.51445e-09 -1e-08 0
0.2523 2.523e-09 -1e-08 0
0.253158 2.53158e-09 -1e-08 0
0.254019 2.54019e-09 -1e-08 0
0.254882 2.54882e-09 -1e-08 0
0.255748 2.55748e-09 -1e-08 0
0.256616 2.56617e-09 -1e-08 0
0.257487 2.57487e-09 -1e-08 0
0.258361 2.58361e-09 -1e-08 0
0.259237 2.59237e-09 -1e-08 0
0.260115 2.60115e-09 -1e-08 0
0.260997 2.60997e-09 -1e-08 0
0.26188 2.6188e-09 -1e-08 0
0.262767 2.62767e-09 -1e-08 0
0.263656 2.63656e-09 -1e-08 0
0.264548 2.64548e-09 -1e-08 0
0.265442 2.65442e-09 -1e-08 0
0.266339 2.66339e-09 -1e-08 0
0.267238 2.67238e-09 -1e-08 0
0.268141 2.68141e-09 -1e-08 0
0.269046 2.69046e-09 -1e-08 0
0.269953 2.69953e-09 -1e-08 0
0.270864 2.70864e-09 -1e-08 0
0.271777 2.71777e-09 -1e-08 0
0.272692 2.72692e-09 -1e-08 0
0.273611 2.73611e-09 -1e-08 0
0.274532 2.74532e-09 -1e-08 0
0.275456 2.75456e-09 -1e-08 0
0.276382 2.76382e-09 -1e-08 0
0.277312 2.77312e-09 -1e-08 0
0.278244 2.78244e-09 -1e-08 0
0.279179 2.79179e-09 -1e-08 0
0.280117 2.80117e-09 -1e-08 0
0.281057 2.81057e-09 -1e-08 0
0.282001 2.82001e-09 -1e-08 0
0.282947 2.82947e-09 -1e-08 0
0.283896 2.83896e-09 -1e-08 0
0.284847 2.84847e-09 -1e-08 0
0.285802 2.85802e-09 -1e-08 0
0.286759 2.8676e-09 -1e-08 0
0.28772 2.8772e-09 -1e-08 0
0.288683 2.88683e-09 -1e-08 0
0.289649 2.89649e-09 -1e-08 0
0.290618 2.90618e-09 -1e-08 0
0.29159 2.9159e-09 -1e-08 0
0.292565 2.92565e-09 -1e-08 0
0.293542 2.93542e-09 -1e-08 0
0.294523 2.94523e-09 -1e-08 0
0.295507 2.95507e-09 -1e-08 0
0.296493 2.96493e-09 -1e-08 0
0.297483 2.97483e-09 -1e-08 0
0.298475 2.98475e-09 -1e-08 0
0.29947 2.9947e-09 -1e-08 0
0.300469 3.00469e-09 -1e-08 0
0.30147 3.0147e-09 -1e-08 0
0.302474 3.02475e-09 -1e-08 0
0.303482 3.03482e-09 -1e-08 0
0.304492 3.04492e-09 -1e-08 0
0.305506 3.05506e-09 -1e-08 0
0.306522 3.06522e-09 -1e-08 0
0.307542 3.07542e-09 -1e-08 0
0.308564 3.08564e-09 -1e-08 0
0.30959 3.0959e-09 -1e-08 0
0.310619 3.10619e-09 -1e-08 0
0.311651 3.11651e-09 -1e-08 0
0.312686 3.12686e-09 -1e-08 0
0.313724 3.13724e-09 -1e-08 0
0.314765 3.14765e-09 -1e-08 0
0.31581 3.1581e-09 -1e-08 0
0.316857 3.16857e-09 -1e-08 0
0.317908 3.17908e-09 -1e-08 0
0.318962 3.18962e-09 -1e-08 0
0.320019 3.20019e-09 -1e-08 0
0.321079 3.21079e-09 -1e-08 0
0.322142 3.22142e-09 -1e-08 0
0.323209 3.23209e-09 -1e-08 0
0.324279 3.24279e-09 -1e-08 0
0.325352 3.25352e-09 -1e-08 0
0.326428 3.26428e-09 -1e-08 0
0.327508 3.27508e-09 -1e-08 0
0.328591 3.28591e-09 -1e-08 0
0.329677 3.29677e-09 -1e-08 0
0.330766 3.30766e-09 -1e-08 0
0.331859 3.31859e-09 -1e-08 0
0.332955 3.32955e-09 -1e-08 0
0.334054 3.34054e-09 -1e-08 0
0.335157 3.35157e-09 -1e-08 0
0.336263 3.36263e-09 -1e-08 0
0.337372 3.37372e-09 -1e-08 0
0.338485 3.38485e-09 -1e-08 0
0.339601 3.39601e-09 -1e-08 0
0.340721 3.40721e-09 -1e-08 0
0.341843 3.41844e-09 -1e-08 0
0.34297 3.4297e-09 -1e-08 0
0.3441 3.441e-09 -1e-08 0
0.345233 3.45233e-09 -1e-08 0
0.346369 3.46369e-09 -1e-08 0
0.347509 3.47509e-09 -1e-08 0
0.348653 3.48653e-09 -1e-08 0
0.3498 3.498e-09 -1e-08 0
0.35095 3.5095e-09 -1e-08 0
0.352104 3.52104e-09 -1e-08 0
0.353262 3.53262e-09 -1e-08 0
0.354423 3.54423e-09 -1e-08 0
0.355587 3.55587e-09 -1e-08 0
0.356755 3.56755e-09 -1e-08 0
0.357927 3.57927e-09 -1e-08 0
0.359102 3.59102e-09 -1e-08 0
0.360281 3.60281e-09 -1e-08 0
0.361463 3.61463e-09 -1e-08 0
0.362649 3.62649e-09 -1e-08 0
0.363839 3.63839e-09 -1e-08 0
0.365032 3.65032e-09 -1e-08 0
0.366229 3.66229e-09 -1e-08 0
0.367429 3.67429e-09 -1e-08 0
0.368634 3.68634e-09 -1e-08 0
0.369841 3.69841e-09 -1e-08 0
0.371053 3.71053e-09 -1e-08 0
0.372268 3.72268e-09 -1e-08 0
0.373487 3.73487e-09 -1e-08 0
0.37471 3.7471e-09 -1e-08 0
0.375936 3.75936e-09 -1e-08 0
0.377166 3.77166e-09 -1e-08 0
0.3784 3.784e-09 -1e-08 0
0.379638 3.79638e-09 -1e-08 0
0.380879 3.80879e-09 -1e-08 0
0.382125 3.82125e-09 -1e-08 0
0.383374 3.83374e-09 -1e-08 0
0.384627 3.84627e-09 -1e-08 0
0.385883 3.85883e-09 -1e-08 0
0.387144 3.87144e-09 -1e-08 0
0.388408 3.88408e-09 -1e-08 0
0.389677 3.89677e-09 -1e-08 0
0.390949 3.90949e-09 -1e-08 0
0.392225 3.92225e-09 -1e-08 0
0.393505 3.93505e-09 -1e-08 0
0.394789 3.94789e-09 -1e-08 0
0.396077 3.96077e-09 -1e-08 0
0.397369 3.97369e-09 -1e-08 0
0.398664 3.98664e-09 -1e-08 0
0.399964 3.99964e-09 -1e-08 0
0.401268 4.01268e-09 -1e-08 0
0.402576 4.02576e-09 -1e-08 0
0.403887 4.03887e-09 -1e-08 0
0.405203 4.05203e-09 -1e-08 0
0.406523 4.06523e-09 -1e-08 0
0.407847 4.07847e-09 -1e-08 0
0.409175 4.09175e-09 -1e-08 0
0.410507 4.10507e-09 -1e-08 0
0.411843 4.11843e-09 -1e-08 0
0.413183 4.13183e-09 -1e-08 0
0.414527 4.14527e-09 -1e-08 0
0.415876 4.15876e-09 -1e-08 0
0.417228 4.17228e-09 -1e-08 0
0.418585 4.18585e-09 -1e-08 0
0.419946 4.19946e-09 -1e-08 0
0.421311 4.21311e-09 -1e-08 0
0.42268 4.22681e-09 -1e-08 0
0.424054 4.24054e-09 -1e-08 0
0.425432 4.25432e-09 -1e-08 0
0.426814 4.26814e-09 -1e-08 0
0.4282 4.282e-09 -1e-08 0
0.429591 4.29591e-09 -1e-08 0
0.430985 4.30985e-09 -1e-08 0
0.432385 4.32385e-09 -1e-08 0
0.433788 4.33788e-09 -1e-08 0
0.435196 4.35196e-09 -1e-08 0
0.436608 4.36608e-09 -1e-08 0
0.438024 4.38024e-09 -1e-08 0
0.439445 4.39445e-09 -1e-08 0
0.44087 4.4087e-09 -1e-08 0
0.4423 4.423e-09 -1e-08 0
0.443734 4.43734e-09 -1e-08 0
