#Time Total flux(top) flux(bottom)
71804.2 0.000743822 -1.0718e-08 0
74433.7 0.000772039 -1.07443e-08 0
77172.1 0.000801498 -1.07717e-08 0
80029.1 0.000832314 -1.08003e-08 0
83025.8 0.000864724 -1.08303e-08 0
86166.1 0.000898784 -1.08617e-08 0
89477.1 0.000934801 -1.08948e-08 0
92404.8 0.000966741 -1.0924e-08 0
95481.4 0.0010004 -1.09548e-08 0
98579.1 0.00103438 -1.09858e-08 0
101787 0.00106967 -1.10179e-08 0
105126 0.00110652 -1.10513e-08 0
108595 0.00114491 -1.10859e-08 0
112218 0.00118515 -1.11222e-08 0
116028 0.0012276 -1.11603e-08 0
120028 0.00127232 -1.12003e-08 0
123591 0.00131228 -1.12359e-08 0
127336 0.00135443 -1.12734e-08 0
131114 0.00139709 -1.13111e-08 0
135046 0.00144164 -1.13505e-08 0
139145 0.00148826 -1.13914e-08 0
143428 0.00153714 -1.14343e-08 0
147357 0.00158214 -1.14736e-08 0
151456 0.00162926 -1.15146e-08 0
155616 0.00167724 -1.15562e-08 0
159924 0.00172712 -1.15992e-08 0
164392 0.00177905 -1.16439e-08 0
169061 0.00183351 -1.16906e-08 0
173920 0.00189044 -1.17392e-08 0
178385 0.00194296 -1.17839e-08 0
183053 0.00199808 -1.18305e-08 0
187776 0.00205405 -1.18778e-08 0
192698 0.00211265 -1.1927e-08 0
197808 0.00217372 -1.19781e-08 0
202583 0.00223103 -1.20258e-08 0
207567 0.00229108 -1.20757e-08 0
212614 0.00235216 -1.21261e-08 0
217863 0.00241595 -1.21786e-08 0
223295 0.00248225 -1.22329e-08 0
228438 0.0025453 -1.22844e-08 0
233759 0.00261081 -1.23376e-08 0
239156 0.00267753 -1.23916e-08 0
244750 0.00274701 -1.24475e-08 0
250560 0.0028195 -1.25056e-08 0
256070 0.00288856 -1.25607e-08 0
261793 0.0029606 -1.26179e-08 0
267605 0.00303412 -1.26761e-08 0
273609 0.00311039 -1.27361e-08 0
279871 0.00319034 -1.27987e-08 0
285773 0.00326607 -1.28577e-08 0
291930 0.00334542 -1.29193e-08 0
298197 0.00342657 -1.2982e-08 0
304695 0.00351114 -1.30469e-08 0
310848 0.00359161 -1.31085e-08 0
317229 0.00367546 -1.31723e-08 0
323731 0.00376133 -1.32373e-08 0
330494 0.00385107 -1.33049e-08 0
336932 0.00393693 -1.33693e-08 0
343629 0.0040267 -1.34363e-08 0
350467 0.0041188 -1.35047e-08 0
357527 0.00421439 -1.35753e-08 0
364290 0.00430643 -1.36429e-08 0
371275 0.00440198 -1.37128e-08 0
378420 0.00450021 -1.37842e-08 0
385820 0.00460248 -1.38582e-08 0
392961 0.00470171 -1.39296e-08 0
400364 0.0048051 -1.40036e-08 0
407860 0.00491035 -1.40786e-08 0
415651 0.00502034 -1.41565e-08 0
423143 0.00512668 -1.42314e-08 0
430938 0.00523792 -1.43094e-08 0
438842 0.00535133 -1.43884e-08 0
446529 0.00546223 -1.44653e-08 0
454436 0.00557691 -1.45444e-08 0
462578 0.00569568 -1.46258e-08 0
470976 0.00581885 -1.47098e-08 0
478991 0.00593707 -1.47899e-08 0
487394 0.00606171 -1.48739e-08 0
495938 0.00618915 -1.49594e-08 0
504201 0.00631311 -1.5042e-08 0
512749 0.00644205 -1.51275e-08 0
521450 0.00657406 -1.52145e-08 0
529996 0.00670444 -1.53e-08 9.88131e-324
538700 0.00683798 -1.5387e-08 6.96633e-322
547745 0.00697757 -1.54774e-08 2.59696e-319
556442 0.00711256 -1.55644e-08 1.05307e-317
565494 0.00725386 -1.56549e-08 9.84581e-316
574739 0.00739901 -1.57474e-08 2.22765e-313
583787 0.00754191 -1.58379e-08 1.18509e-311
593036 0.00768882 -1.59304e-08 8.86774e-310
602501 0.00784004 -1.6025e-08 1.37247e-307
611745 0.00798861 -1.61174e-08 6.27946e-306
621214 0.00814168 -1.62121e-08 4.11162e-304
630927 0.00829961 -1.63093e-08 5.91828e-302
